174  [3928, 45809, 52682, 12571, 52735]
175  [44304, 52738, 7867, 52739, 52739]
176  [17786, 8090, 3329, 8091, 8092]
180  [1517, 49333, 49327, 14927, 15252]
182  [13308, 24786, 6006, 24406, 48930]
186  [13, 49463, 13, 49463, 7599]
187  [48084, 48084, 48157, 21168, 48081]
193  [50272, 52712, 50167, 50226, 50242]
196  [15177, 15177, 15177, 49332, 15177]
198  [7810, 15823, 14124, 14194, 14126]
200  [46189, 3476, 14120, 14122, 12634]
208  [35373, 21957, 21957, 14576, 40929]
212  [38110, 21210, 52693, 52682, 52682]
214  [4984, 4984, 3649, 3649, 3649]
215  [21433, 50049, 35271, 21433, 30866]
217  [38107, 38107, 11622, 38107, 11627]
221  [12544, 1273, 52680, 52734, 52654]
225  [14129, 14135, 14129, 14163, 14129]
227  [8317, 8330, 8339, 8337, 8337]
230  [8690, 8690, 8690, 8690, 8690]
231  [48775, 14176, 14188, 14122, 3476]
232  [52592, 52460, 13972, 52462, 52622]
241  [14124, 14170, 7599, 14170, 14124]
242  [52693, 52693, 52693, 52735, 52735]
245  [52594, 9160, 52594, 48873, 9160]
247  [52712, 14174, 52592, 49466, 52592]
249  [11254, 52606, 52606, 52517, 52445]
253  [52550, 38673, 52542, 44400, 52546]
255  [1517, 49333, 14927, 48229, 48229]
256  [14174, 14174, 14170, 14120, 14174]
258  [8335, 47665, 47834, 47665, 8335]
259  [14126, 14124, 14126, 14126, 14126]
262  [48378, 48378, 24421, 23067, 24421]
263  [23634, 15408, 23634, 24400, 48273]
271  [14170, 3478, 14170, 43056, 14170]
273  [8090, 3329, 8090, 49467, 8090]
275  [3433, 49325, 48232, 15443, 15168]
278  [14190, 14190, 14190, 14122, 14122]
280  [10800, 48418, 15168, 49333, 15177]
281  [52739, 1273, 49198, 11, 1273]
282  [48081, 46189, 6946, 24417, 14172]
283  [48302, 49758, 37558, 49758, 43424]
286  [48056, 19039, 19039, 52675, 48056]
287  [52622, 52525, 52525, 1637, 52525]
288  [20907, 5296, 15635, 4277, 15635]
289  [1542, 46671, 1542, 46671, 41281]
291  [49513, 8090, 7599, 8091, 7599]
297  [3478, 3478, 27407, 14172, 14120]
298  [8090, 7599, 8091, 7599, 8091]
301  [38271, 8793, 30393, 30393, 39050]
302  [52594, 52594, 52594, 36101, 37480]
305  [7599, 7599, 7599, 7599, 7599]
307  [52460, 52712, 52712, 8662, 52460]
310  [49532, 49532, 49532, 49532, 49532]
311  [52654, 14418, 38322, 52657, 14418]
312  [38317, 24787, 52657, 52657, 38317]
314  [49336, 6564, 6536, 50357, 6536]
315  [7643, 45548, 45548, 19003, 45548]
316  [4277, 49466, 4275, 15734, 5211]
318  [6299, 15960, 5008, 48114, 48113]
322  [44505, 44505, 2074, 2074, 44505]
326  [49486, 49486, 49511, 49490, 1266]
329  [52525, 52525, 52712, 52525, 52712]
330  [1273, 52735, 45813, 33030, 44034]
331  [4454, 4441, 15211, 4454, 4441]
333  [5296, 3547, 15635, 3547, 5215]
340  [52693, 4629, 52739, 52738, 7867]
341  [52676, 52676, 52590, 52590, 52590]
342  [49325, 49549, 49332, 49332, 48232]
346  [52602, 5456, 52445, 52445, 52517]
353  [49476, 52514, 38402, 52517, 52602]
354  [30957, 30956, 15806, 15806, 30957]
356  [48748, 48750, 48750, 48748, 48784]
357  [33030, 48081, 33030, 33030, 33030]
358  [6366, 7, 52592, 46453, 7]
359  [23632, 48079, 1273, 23632, 48879]
365  [3547, 3547, 3547, 3547, 3547]
367  [9685, 23647, 38784, 38788, 8209]
373  [3080, 48663, 16255, 3080, 3080]
374  [8612, 48752, 4626, 48716, 43580]
376  [48113, 44525, 15224, 44525, 5008]
377  [8628, 48302, 43424, 45429, 48159]
378  [52460, 48302, 43424, 48159, 48302]
379  [15177, 15177, 15177, 49332, 15177]
381  [2946, 7529, 7529, 28208, 28208]
382  [30395, 38271, 39050, 6586, 30395]
394  [49464, 1520, 1520, 49464, 49464]
398  [52739, 52739, 14782, 52682, 1273]
399  [52460, 52712, 49467, 52669, 52712]
411  [44295, 44276, 44276, 44285, 44287]
412  [49482, 52696, 52680, 45813, 14418]
413  [1496, 45755, 1496, 1496, 45755]
414  [24420, 48418, 38317, 47073, 5159]
415  [20991, 8478, 4277, 49466, 5211]
419  [48416, 48418, 18860, 48079, 48879]
420  [14172, 14190, 14129, 14122, 14122]
422  [19242, 41671, 19242, 19242, 19242]
428  [52734, 52452, 52624, 52680, 52624]
430  [8674, 30068, 30062, 11560, 11586]
432  [49555, 49555, 37745, 37745, 52656]
435  [49490, 49490, 44304, 49490, 23204]
441  [6972, 48773, 3537, 48773, 48773]
451  [2613, 43315, 30128, 10413, 2613]
452  [52594, 52212, 48873, 52594, 52594]
454  [50248, 50248, 50226, 50226, 50189]
456  [52735, 45813, 52682, 45813, 3928]
457  [52449, 52455, 52459, 41129, 9160]
461  [49490, 49490, 14823, 6484, 49486]
462  [1542, 49463, 49197, 49197, 1542]
463  [52739, 52738, 7867, 52739, 11]
470  [4629, 52739, 52738, 7867, 52739]
473  [14129, 14129, 32391, 37877, 14161]
478  [37596, 37596, 37596, 5920, 5481]
482  [4629, 7867, 52739, 52739, 52735]
483  [15619, 15619, 15619, 8004, 8004]
486  [1765, 5982, 1765, 50226, 49467]
491  [38784, 23304, 52531, 16791, 23647]
494  [52594, 52594, 48873, 9160, 49469]
499  [52671, 52617, 31120, 14555, 9698]
500  [3431, 3427, 3431, 48433, 40597]
502  [52525, 52525, 52602, 52606, 52712]
506  [12634, 30435, 12634, 12634, 1276]
508  [38107, 38107, 11622, 11622, 38107]
513  [12634, 4325, 43799, 41166, 43799]
514  [15211, 15211, 9118, 15211, 15211]
515  [3547, 5344, 11082, 4277, 15734]
520  [4626, 11254, 48716, 5982, 48752]
522  [14421, 40577, 3478, 40577, 14421]
523  [14192, 14192, 14190, 14192, 14194]
527  [8576, 8656, 8656, 48752, 8576]
528  [48456, 6649, 7597, 7597, 6649]
529  [13910, 13910, 2842, 36136, 15798]
530  [14192, 14172, 14192, 14133, 14133]
531  [44541, 5008, 52618, 44543, 44527]
536  [49466, 49469, 49469, 49466, 31218]
537  [1520, 1520, 49474, 49474, 24423]
538  [45448, 45448, 45448, 45448, 45448]
539  [15244, 38289, 7980, 49466, 49466]
540  [50167, 52590, 50242, 50167, 50242]
546  [14192, 14192, 14190, 14192, 14194]
548  [31194, 31194, 31194, 31194, 31194]
550  [7640, 19023, 18965, 18965, 19021]
552  [49332, 48232, 49333, 15177, 15177]
557  [23504, 23504, 23504, 23504, 23504]
560  [45850, 45850, 48922, 48922, 48922]
561  [14190, 3476, 14192, 14120, 14194]
564  [14166, 14168, 14192, 14161, 14120]
565  [7867, 1620, 52735, 52739, 14101]
566  [19608, 19606, 1273, 48178, 19608]
568  [49466, 52517, 49466, 49466, 49466]
569  [52512, 52517, 52445, 52592, 52445]
570  [3431, 3431, 15168, 3431, 49480]
571  [49476, 49474, 49476, 49466, 49476]
572  [49466, 49474, 49476, 49466, 49469]
573  [52739, 7867, 52739, 52682, 1620]
574  [4629, 52739, 52739, 52738, 52739]
577  [23304, 16789, 38833, 44431, 16789]
578  [4626, 48840, 7867, 52682, 52682]
586  [4629, 52739, 52738, 52739, 7867]
588  [8090, 3329, 8090, 49467, 8090]
590  [49540, 14192, 14192, 14166, 14172]
592  [48777, 1580, 49469, 8845, 49469]
594  [43789, 48433, 3433, 30354, 3433]
595  [52594, 52594, 48873, 9160, 49469]
602  [48748, 48750, 48750, 48748, 48784]
604  [50747, 48232, 15168, 15443, 48234]
607  [3433, 52514, 3431, 3431, 3433]
608  [5490, 44116, 44116, 14764, 44116]
613  [38748, 44423, 10688, 38788, 52531]
614  [5874, 29900, 16354, 38121, 38121]
617  [10419, 10419, 2769, 48453, 10419]
618  [14170, 14170, 14170, 14170, 14170]
624  [6536, 49338, 6564, 6564, 6536]
628  [49469, 49466, 49466, 24423, 49469]
629  [24400, 46940, 15177, 41468, 1715]
630  [49474, 49466, 49476, 48873, 13737]
633  [14172, 14186, 14190, 14184, 14190]
636  [30395, 6520, 52566, 8793, 21281]
644  [15584, 29479, 52573, 37778, 29479]
646  [150, 150, 150, 150, 85]
655  [14172, 3476, 14172, 11270, 3478]
658  [37286, 37286, 37286, 38072, 37286]
660  [49463, 49463, 49463, 7, 13]
663  [50272, 50274, 50167, 50272, 50226]
665  [49332, 13735, 37901, 15177, 15177]
668  [15228, 4454, 15443, 1517, 15443]
670  [52514, 46183, 13735, 48896, 52606]
671  [14190, 3476, 14194, 14120, 14120]
674  [14194, 14190, 14120, 14120, 14120]
676  [50167, 14456, 29914, 50205, 52622]
678  [7895, 21702, 15679, 21702, 21702]
682  [48160, 14145, 14190, 14194, 46189]
684  [45850, 6, 48037, 46514, 49532]
689  [14190, 14190, 14170, 14190, 14155]
692  [11254, 48102, 52525, 9683, 4608]
693  [4850, 7845, 30465, 10700, 10411]
694  [50966, 49495, 36627, 49495, 49495]
695  [4850, 4850, 4984, 30465, 43316]
697  [15443, 15443, 13377, 1517, 15443]
699  [7598, 7598, 46630, 13925, 7598]
702  [42094, 38835, 42094, 9685, 44352]
703  [18860, 18860, 49482, 18860, 24421]
704  [14192, 14194, 14120, 48751, 14190]
708  [14174, 14174, 14188, 14168, 6941]
715  [1180, 1180, 45040, 45040, 1180]
716  [49467, 7701, 7644, 10851, 49467]
717  [48920, 4272, 5905, 5936, 5874]
720  [52594, 36099, 48873, 15443, 48873]
721  [14172, 14192, 14172, 3475, 14172]
723  [38271, 1772, 30393, 1282, 30394]
725  [52712, 52590, 52590, 52712, 52622]
727  [4272, 40322, 11473, 20847, 13516]
729  [2920, 2920, 8306, 36072, 8306]
732  [33058, 48788, 33059, 33058, 48788]
734  [52458, 48131, 52458, 1635, 52654]
739  [14126, 14170, 38271, 14172, 14126]
740  [7599, 8090, 8091, 7599, 8090]
741  [46940, 14225, 24400, 49174, 7701]
743  [14190, 14190, 14192, 14120, 14190]
744  [17227, 29528, 11218, 11218, 29528]
745  [14174, 14172, 3475, 14157, 44307]
746  [45548, 52512, 52512, 45548, 45548]
747  [48725, 50189, 50242, 50189, 50189]
750  [14823, 14823, 11387, 49484, 52657]
752  [52693, 52738, 52693, 52739, 52738]
761  [49482, 52739, 52693, 4629, 52693]
763  [9685, 52552, 38788, 23647, 48743]
764  [52693, 4629, 52739, 52739, 52738]
771  [22354, 6484, 7218, 40355, 1635]
773  [21389, 19747, 21264, 19515, 19021]
774  [5508, 49480, 5508, 41952, 41952]
778  [1273, 9701, 52682, 52682, 13935]
783  [49534, 49345, 49537, 1520, 49540]
785  [52622, 7599, 52617, 7599, 37811]
790  [9870, 9761, 8629, 8629, 9870]
793  [1542, 1767, 46453, 26742, 30435]
795  [15228, 3431, 15168, 52525, 52525]
797  [50167, 52590, 50242, 50167, 50242]
800  [52739, 52739, 7867, 52739, 14782]
802  [49336, 6536, 50755, 49338, 48719]
803  [48382, 29963, 29968, 48385, 48456]
804  [12544, 4629, 4629, 7643, 6199]
805  [9160, 49469, 52592, 49469, 52594]
806  [52464, 23647, 52464, 52464, 52464]
808  [49513, 49488, 49486, 49495, 49490]
810  [52712, 9701, 52712, 52460, 52464]
811  [52712, 52443, 52622, 52462, 52712]
812  [38705, 16787, 16787, 38695, 46382]
817  [52624, 52657, 14418, 52624, 52624]
821  [52622, 52525, 52617, 52458, 49476]
823  [52455, 52452, 37776, 13404, 10315]
825  [43309, 43309, 43309, 11622, 43309]
829  [7458, 14927, 15443, 15443, 1517]
844  [15594, 8450, 15594, 44857, 37792]
846  [49469, 49466, 49466, 1772, 49474]
848  [13429, 13433, 14170, 13440, 13440]
849  [48396, 48394, 47665, 48393, 6016]
851  [14190, 14122, 14163, 14129, 28802]
852  [23233, 11395, 36625, 4650, 23233]
853  [14791, 31017, 14791, 14791, 14791]
859  [49476, 52592, 49474, 52592, 52592]
864  [8615, 8613, 8615, 29517, 8616]
865  [37556, 14128, 46189, 14170, 14128]
866  [15110, 12675, 10832, 33934, 12673]
867  [52712, 52525, 9701, 52712, 52712]
868  [52712, 48104, 52525, 52617, 52671]
870  [9527, 48710, 45732, 12443, 15399]
871  [38322, 48888, 48888, 48887, 5979]
877  [37598, 15782, 23670, 37598, 5384]
880  [28326, 37770, 37770, 37772, 37763]
881  [13310, 45719, 45719, 45719, 45719]
883  [39429, 41175, 39428, 39428, 34353]
884  [37480, 37474, 8475, 37480, 8475]
889  [10700, 21576, 43316, 10411, 10700]
891  [3433, 3431, 15228, 3431, 3431]
897  [39025, 15177, 24390, 15168, 24786]
902  [5167, 49692, 26742, 3137, 3137]
904  [48241, 48241, 24786, 24786, 24786]
910  [36631, 44306, 49490, 23204, 23204]
913  [14155, 14172, 3475, 14172, 3478]
914  [49469, 49466, 49466, 49466, 7599]
918  [14194, 14120, 14120, 14120, 14122]
922  [14192, 46189, 14194, 14190, 14174]
925  [48229, 49327, 14927, 48234, 3431]
928  [45814, 13, 48405, 8774, 30427]
929  [30688, 5519, 17551, 9906, 11963]
930  [19608, 19775, 48178, 19612, 19710]
932  [52735, 45813, 48840, 48840, 52738]
943  [583, 10747, 14434, 14434, 14434]
944  [48733, 48733, 48413, 4729, 4731]
953  [4275, 4275, 4275, 4275, 4277]
956  [14174, 14172, 3475, 14157, 44307]
962  [49490, 49486, 49495, 49490, 14823]
966  [52177, 52177, 52177, 52177, 35239]
968  [13673, 13673, 13673, 13673, 3425]
969  [49336, 6564, 6536, 50357, 6536]
972  [49476, 52592, 49476, 52592, 49466]
973  [1984, 5575, 43741, 5575, 10940]
975  [7598, 13925, 13925, 13925, 13925]
976  [3475, 14192, 14184, 14184, 14906]
981  [36493, 51569, 51569, 51569, 13966]
983  [46671, 41281, 41281, 21239, 46671]
986  [52712, 52443, 52622, 52712, 52622]
987  [14126, 36627, 14126, 14124, 14124]
988  [15765, 3545, 3547, 5344, 3547]
990  [52630, 14563, 52630, 52630, 48097]
991  [29589, 36644, 36644, 37741, 29590]
996  [1270, 29519, 14418, 52680, 29519]
997  [49469, 52606, 45790, 45790, 52445]
998  [49511, 23218, 11313, 49511, 1540]
999  [14823, 36631, 36631, 49484, 49484]
1004  [44425, 49333, 49333, 49333, 49333]
1009  [30089, 11577, 30089, 14438, 30092]
1011  [10624, 49469, 8845, 52594, 52594]
1014  [14806, 14253, 5483, 15388, 5483]
1016  [49474, 48748, 10128, 48745, 37480]
1018  [24406, 24406, 24406, 24406, 24403]
1019  [36631, 7298, 7298, 4702, 7298]
1027  [44507, 33954, 6564, 49338, 3567]
1031  [15763, 10735, 22095, 13737, 20907]
1038  [48418, 49482, 48416, 48418, 6566]
1041  [49333, 15443, 15443, 15443, 15443]
1042  [45548, 52676, 49197, 44283, 29057]
1043  [4277, 5332, 11082, 5211, 15734]
1044  [41105, 41107, 41105, 41100, 41105]
1047  [48212, 34919, 14253, 15388, 34919]
1050  [6649, 32530, 8163, 8163, 32530]
1053  [13735, 13735, 13735, 48748, 4275]
1055  [41222, 41222, 41222, 41222, 41223]
1062  [4275, 4275, 4275, 4275, 4277]
1063  [8088, 21384, 52517, 5915, 52517]
1064  [8475, 9160, 9160, 20991, 8475]
1069  [44304, 44304, 1540, 44304, 49495]
1075  [13404, 13440, 13440, 13440, 13440]
1076  [15443, 3433, 14927, 15228, 3433]
1077  [15443, 49466, 15228, 15211, 29581]
1078  [21576, 10700, 21576, 43316, 21576]
1080  [1635, 6520, 49549, 6520, 6518]
1081  [52452, 8090, 7599, 7599, 8091]
1084  [15069, 15069, 8616, 15069, 8616]
1089  [38120, 29900, 38122, 38121, 11473]
1090  [18944, 7484, 18980, 18944, 18944]
1091  [13392, 24424, 24424, 24424, 49466]
1097  [3547, 15667, 15635, 3547, 3547]
1099  [14172, 14172, 14174, 3475, 14172]
1100  [48229, 8339, 49327, 49333, 49548]
1101  [52669, 52712, 52712, 47107, 52712]
1102  [49463, 49463, 7, 49463, 49463]
1103  [3431, 15211, 15211, 15168, 49548]
1105  [14163, 14163, 6946, 14172, 11353]
1107  [14126, 36627, 14126, 14124, 14124]
1108  [48079, 52624, 35884, 15250, 48079]
1115  [52712, 52443, 52622, 52712, 52622]
1117  [52682, 11, 52738, 52735, 45809]
1118  [39644, 8366, 39644, 39641, 49197]
1122  [52452, 52654, 14101, 52695, 49557]
1123  [6520, 12571, 52682, 52682, 4629]
1132  [39502, 39885, 4341, 4341, 4341]
1133  [8092, 8090, 7599, 7599, 49463]
1136  [38831, 38812, 38833, 41737, 23304]
1139  [45548, 52517, 7640, 45548, 45548]
1143  [52452, 49482, 52455, 49557, 52657]
1146  [14190, 14190, 14192, 14192, 14194]
1147  [52657, 52682, 52739, 45809, 4629]
1149  [34326, 49270, 49270, 45638, 49270]
1150  [1520, 1520, 50248, 1520, 1520]
1156  [46189, 14170, 14172, 14172, 14122]
1157  [48418, 48416, 48416, 48416, 45811]
1159  [49336, 6536, 50755, 49338, 48719]
1161  [29517, 8615, 11175, 9594, 8615]
1162  [49469, 48745, 13368, 49469, 49469]
1163  [14137, 14131, 14176, 3478, 14194]
1164  [14170, 14137, 3478, 3478, 14176]
1165  [46671, 41281, 46671, 1542, 46671]
1166  [7867, 1620, 52735, 52739, 14101]
1168  [26630, 52682, 26630, 26630, 1273]
1169  [19021, 19021, 19021, 19021, 19021]
1170  [52592, 52592, 52606, 52512, 47974]
1171  [14131, 14168, 14166, 14129, 14163]
1174  [8090, 7599, 8091, 7599, 8091]
1177  [10300, 3433, 3431, 3431, 15176]
1178  [48178, 19608, 44030, 19605, 48178]
1179  [52739, 52695, 52738, 52682, 52738]
1180  [5585, 16258, 5585, 5589, 5588]
1184  [46189, 3475, 14172, 3475, 14172]
1185  [8366, 30089, 30089, 30089, 14438]
1186  [8690, 6320, 52341, 40106, 40067]
1187  [14126, 18158, 52517, 14124, 36627]
1189  [4949, 15821, 41223, 29611, 15811]
1190  [49333, 50747, 47834, 15168, 50749]
1194  [52455, 52449, 26253, 14917, 46643]
1196  [50226, 50226, 50272, 50226, 50189]
1201  [3547, 5296, 15637, 3547, 3547]
1205  [3155, 6432, 6433, 6420, 6433]
1206  [38080, 13314, 38080, 29875, 13314]
1207  [15443, 3431, 1517, 48229, 48234]
1209  [52606, 52606, 52517, 52606, 52517]
1211  [16535, 15069, 16535, 15069, 17290]
1213  [36287, 48424, 4742, 36285, 35243]
1215  [49466, 49469, 49469, 49466, 31218]
1217  [13882, 8690, 52126, 13882, 1582]
1220  [5982, 1765, 8576, 11254, 1765]
1221  [15443, 15168, 15211, 15443, 15443]
1222  [5211, 4277, 4277, 37479, 3547]
1227  [40158, 44531, 12665, 44531, 40158]
1230  [48733, 49956, 8188, 4727, 48733]
1232  [48898, 3425, 1520, 13673, 13404]
1233  [8912, 3381, 8912, 8912, 8912]
1235  [52680, 23033, 52455, 52458, 52696]
1237  [10702, 14170, 14180, 14170, 14170]
1238  [6468, 38222, 44283, 44289, 38222]
1240  [8829, 14163, 14122, 14131, 14131]
1242  [49466, 49466, 49469, 49474, 49476]
1244  [1727, 15582, 39050, 29177, 21342]
1246  [13930, 52620, 48397, 14194, 48393]
1247  [16327, 3476, 14170, 14174, 14122]
1250  [33731, 23233, 14823, 11382, 36631]
1253  [48090, 13377, 13377, 3, 38817]
1254  [8435, 37801, 46183, 41600, 15567]
1258  [14190, 14120, 14190, 14122, 14190]
1259  [45548, 19021, 45548, 45548, 45548]
1261  [6809, 19023, 19021, 19023, 19021]
1263  [14501, 14501, 52124, 52128, 6919]
1268  [14823, 14823, 49488, 49488, 49513]
1274  [39999, 21219, 11179, 4251, 4252]
1275  [14451, 11473, 48920, 11473, 20847]
1276  [38784, 23647, 38784, 38788, 8209]
1280  [14927, 1517, 15168, 3431, 3431]
1287  [23661, 23661, 29560, 29560, 29560]
1289  [52602, 52602, 44304, 8576, 45548]
1290  [49333, 14927, 1517, 15443, 1517]
1292  [6485, 29213, 7703, 45292, 6485]
1293  [5973, 19515, 21178, 21405, 21264]
1296  [14194, 14122, 3476, 14192, 14194]
1297  [48920, 11473, 11567, 48920, 11473]
1298  [38774, 23304, 23304, 41737, 38833]
1300  [14190, 14192, 14192, 14122, 14190]
1302  [45292, 45292, 45292, 45292, 45292]
1303  [23941, 45273, 10537, 45273, 21239]
1304  [17157, 14546, 17157, 32394, 41721]
1305  [52695, 52657, 49557, 52657, 52680]
1309  [8092, 8090, 7599, 7599, 49463]
1311  [48775, 48775, 48775, 48750, 48775]
1312  [3433, 52679, 15228, 14927, 15228]
1316  [9715, 11162, 15371, 29539, 15367]
1319  [52682, 11, 52738, 52735, 45809]
1322  [15667, 37473, 37479, 37479, 5345]
1325  [3547, 5344, 4277, 4275, 15667]
1327  [5345, 37472, 5344, 5345, 5345]
1328  [52712, 52592, 52592, 52592, 52592]
1329  [49333, 49330, 49333, 49463, 49330]
1330  [48232, 49330, 15228, 48232, 49332]
1331  [48418, 48212, 48418, 48416, 46944]
1332  [19039, 1484, 48056, 48056, 48056]
1333  [52712, 52460, 52460, 37008, 52445]
1334  [52624, 9645, 29519, 29519, 52624]
1336  [4277, 4277, 13392, 4275, 49466]
1337  [43316, 45100, 48407, 10859, 267]
1338  [44280, 28745, 6469, 44296, 6463]
1343  [40354, 30465, 30465, 30465, 10411]
1349  [52128, 6918, 52124, 52126, 14501]
1350  [49513, 49513, 44310, 49513, 49486]
1351  [1772, 29477, 21342, 39050, 1727]
1354  [19612, 19775, 19611, 19777, 19611]
1355  [10306, 10304, 10306, 10299, 10306]
1357  [8616, 8616, 8616, 8616, 8616]
1359  [15069, 15069, 8616, 15069, 8616]
1361  [14823, 14823, 49513, 49486, 44310]
1363  [6921, 37156, 47715, 11970, 6921]
1366  [4629, 40635, 1273, 45813, 3430]
1369  [48418, 48416, 16390, 23033, 48416]
1373  [41430, 14170, 41411, 14170, 14172]
1377  [4277, 37619, 43941, 43941, 15726]
1378  [4629, 52739, 52738, 7867, 52739]
1379  [13894, 14170, 17803, 14155, 14135]
1380  [36084, 12544, 52739, 4629, 1273]
1384  [40158, 44531, 12665, 44531, 40158]
1385  [52512, 52592, 52517, 52592, 52602]
1387  [3471, 3471, 41236, 29828, 29828]
1388  [8474, 8474, 13433, 8474, 13433]
1390  [10889, 14194, 14176, 14126, 14176]
1392  [4454, 49333, 7942, 15177, 49332]
1393  [7647, 21701, 37596, 23670, 23671]
1400  [3547, 3547, 5344, 5344, 3547]
1403  [52460, 52590, 52712, 52460, 49482]
1404  [1542, 46453, 49463, 8576, 26742]
1411  [49332, 49325, 49549, 49327, 49332]
1415  [52550, 44400, 52550, 44409, 44409]
1416  [37778, 31271, 39050, 21342, 29560]
1418  [6515, 6518, 1635, 11254, 49804]
1419  [49336, 6536, 49338, 6564, 6564]
1422  [12921, 48095, 48095, 32826, 37899]
1423  [52739, 52739, 7867, 52739, 14782]
1425  [44400, 52546, 44400, 52550, 38673]
1426  [15211, 15211, 9118, 15211, 15211]
1429  [8092, 8090, 7599, 7599, 49463]
1432  [6518, 6518, 1273, 6520, 6520]
1437  [15386, 21076, 48160, 16408, 3455]
1443  [3547, 3547, 3547, 15637, 3547]
1444  [48232, 15177, 15177, 15177, 49332]
1446  [52452, 52452, 15218, 52449, 52458]
1447  [43315, 40354, 30128, 43316, 43316]
1451  [52622, 52525, 52525, 1637, 52525]
1452  [48433, 49333, 49323, 15228, 15168]
1458  [15168, 49330, 50747, 49333, 15168]
1464  [36912, 30398, 23661, 23661, 1772]
1467  [38271, 8793, 21281, 38271, 38271]
1468  [26742, 37856, 31194, 31194, 38193]
1469  [41162, 11618, 519, 45279, 41156]
1480  [47843, 47843, 35239, 30188, 47846]
1483  [52712, 52464, 49332, 15177, 15177]
1486  [26630, 23601, 12571, 26630, 7867]
1498  [49469, 49476, 49466, 38402, 52592]
1500  [1520, 49197, 1484, 14164, 48056]
1503  [21210, 4629, 40635, 12568, 1273]
1506  [13436, 6315, 6318, 48419, 6308]
1508  [14190, 14715, 14122, 14180, 14120]
1509  [46003, 35882, 39131, 52693, 13894]
1514  [8657, 10889, 50494, 50494, 11006]
1515  [48748, 48750, 48750, 13368, 48750]
1516  [15211, 15211, 9118, 15211, 15211]
1517  [14168, 14163, 14168, 14168, 14128]
1519  [48137, 5285, 5314, 5285, 48119]
1521  [49554, 52517, 52517, 48933, 40239]
1522  [49332, 48234, 48232, 49327, 3433]
1526  [49469, 49466, 49466, 49469, 52448]
1527  [52517, 52445, 52602, 52514, 36101]
1528  [33455, 5096, 5118, 33455, 43418]
1531  [14192, 14192, 46189, 3476, 14120]
1535  [14194, 14184, 14190, 14122, 14163]
